ciudad_origen,ciudad_destino,hora_salida,hora_llegada,duracion_viaje,precio,tipo
Utrera,Las Cabezas de San Juan,2024-10-28 08:59:00,2024-10-28 09:11:00,12.0,7.55,tren
Las Cabezas de San Juan,Lebrija,2024-10-28 09:12:00,2024-10-28 09:22:00,10.0,7.09,tren
Lebrija,Jerez de la Frontera,2024-10-28 09:23:00,2024-10-28 09:33:00,10.0,7.09,tren
Jerez de la Frontera,El Puerto de Santa María,2024-10-28 09:41:00,2024-10-28 09:50:00,9.0,6.86,tren
El Puerto de Santa María,Puerto Real,2024-10-28 09:51:00,2024-10-28 09:58:00,7.0,6.39,tren
Puerto Real,San Fernando,2024-10-28 09:59:00,2024-10-28 10:06:00,7.0,6.39,tren
San Fernando,Cádiz,2024-10-28 10:07:00,2024-10-28 10:13:00,6.0,6.16,tren
Córdoba,Posadas,2024-11-04 06:40:00,2024-11-04 07:00:00,20.0,9.41,tren
Posadas,Palma del Río,2024-11-04 07:01:00,2024-11-04 07:15:00,14.0,8.02,tren
Palma del Río,Peñaflor,2024-11-04 07:16:00,2024-11-04 07:20:00,4.0,5.7,tren
Peñaflor,Lora del Río,2024-11-04 07:21:00,2024-11-04 07:35:00,14.0,8.02,tren
Lora del Río,Sevilla,2024-11-04 07:36:00,2024-11-04 08:15:00,39.0,13.82,tren
Sevilla,Dos Hermanas,2024-11-04 08:36:00,2024-11-04 08:45:00,9.0,6.86,tren
Dos Hermanas,Utrera,2024-11-04 08:46:00,2024-11-04 08:58:00,12.0,7.55,tren
Utrera,Las Cabezas de San Juan,2024-11-04 08:59:00,2024-11-04 09:11:00,12.0,7.55,tren
Las Cabezas de San Juan,Lebrija,2024-11-04 09:12:00,2024-11-04 09:22:00,10.0,7.09,tren
Lebrija,Jerez de la Frontera,2024-11-04 09:23:00,2024-11-04 09:33:00,10.0,7.09,tren
Jerez de la Frontera,El Puerto de Santa María,2024-11-04 09:41:00,2024-11-04 09:50:00,9.0,6.86,tren
El Puerto de Santa María,Puerto Real,2024-11-04 09:51:00,2024-11-04 09:58:00,7.0,6.39,tren
Puerto Real,San Fernando,2024-11-04 09:59:00,2024-11-04 10:06:00,7.0,6.39,tren
San Fernando,Cádiz,2024-11-04 10:07:00,2024-11-04 10:13:00,6.0,6.16,tren
Córdoba,Posadas,2024-12-02 06:40:00,2024-12-02 07:00:00,20.0,9.41,tren
Posadas,Palma del Río,2024-12-02 07:01:00,2024-12-02 07:15:00,14.0,8.02,tren
Palma del Río,Peñaflor,2024-12-02 07:16:00,2024-12-02 07:20:00,4.0,5.7,tren
Peñaflor,Lora del Río,2024-12-02 07:21:00,2024-12-02 07:35:00,14.0,8.02,tren
Lora del Río,Sevilla,2024-12-02 07:36:00,2024-12-02 08:15:00,39.0,13.82,tren
Sevilla,Dos Hermanas,2024-12-02 08:36:00,2024-12-02 08:45:00,9.0,6.86,tren
Dos Hermanas,Utrera,2024-12-02 08:46:00,2024-12-02 08:58:00,12.0,7.55,tren
Utrera,Las Cabezas de San Juan,2024-12-02 08:59:00,2024-12-02 09:11:00,12.0,7.55,tren
Las Cabezas de San Juan,Lebrija,2024-12-02 09:12:00,2024-12-02 09:22:00,10.0,7.09,tren
Lebrija,Jerez de la Frontera,2024-12-02 09:23:00,2024-12-02 09:33:00,10.0,7.09,tren
Jerez de la Frontera,El Puerto de Santa María,2024-12-02 09:41:00,2024-12-02 09:50:00,9.0,6.86,tren
El Puerto de Santa María,Puerto Real,2024-12-02 09:51:00,2024-12-02 09:58:00,7.0,6.39,tren
Puerto Real,San Fernando,2024-12-02 09:59:00,2024-12-02 10:06:00,7.0,6.39,tren
San Fernando,Cádiz,2024-12-02 10:07:00,2024-12-02 10:13:00,6.0,6.16,tren
Córdoba,Posadas,2024-12-09 06:40:00,2024-12-09 07:00:00,20.0,9.41,tren
Posadas,Palma del Río,2024-12-09 07:01:00,2024-12-09 07:15:00,14.0,8.02,tren
Palma del Río,Peñaflor,2024-12-09 07:16:00,2024-12-09 07:20:00,4.0,5.7,tren
Peñaflor,Lora del Río,2024-12-09 07:21:00,2024-12-09 07:35:00,14.0,8.02,tren
Lora del Río,Sevilla,2024-12-09 07:36:00,2024-12-09 08:15:00,39.0,13.82,tren
Sevilla,Dos Hermanas,2024-12-09 08:36:00,2024-12-09 08:45:00,9.0,6.86,tren
Dos Hermanas,Utrera,2024-12-09 08:46:00,2024-12-09 08:58:00,12.0,7.55,tren
Utrera,Las Cabezas de San Juan,2024-12-09 08:59:00,2024-12-09 09:11:00,12.0,7.55,tren
Las Cabezas de San Juan,Lebrija,2024-12-09 09:12:00,2024-12-09 09:22:00,10.0,7.09,tren
Lebrija,Jerez de la Frontera,2024-12-09 09:23:00,2024-12-09 09:33:00,10.0,7.09,tren
Jerez de la Frontera,El Puerto de Santa María,2024-12-09 09:41:00,2024-12-09 09:50:00,9.0,6.86,tren
El Puerto de Santa María,Puerto Real,2024-12-09 09:51:00,2024-12-09 09:58:00,7.0,6.39,tren
Puerto Real,San Fernando,2024-12-09 09:59:00,2024-12-09 10:06:00,7.0,6.39,tren
San Fernando,Cádiz,2024-12-09 10:07:00,2024-12-09 10:13:00,6.0,6.16,tren
Jerez de la Frontera,El Puerto de Santa María,2024-10-28 09:40:00,2024-10-28 09:50:00,10.0,7.09,tren
Jerez de la Frontera,El Puerto de Santa María,2024-11-04 09:40:00,2024-11-04 09:50:00,10.0,7.09,tren
Jerez de la Frontera,El Puerto de Santa María,2024-12-02 09:40:00,2024-12-02 09:50:00,10.0,7.09,tren
Jerez de la Frontera,El Puerto de Santa María,2024-12-09 09:40:00,2024-12-09 09:50:00,10.0,7.09,tren
Cádiz,San Fernando,2024-10-28 18:40:00,2024-10-28 18:50:00,10.0,7.09,tren
San Fernando,El Puerto de Santa María,2024-10-28 18:51:00,2024-10-28 19:04:00,13.0,7.78,tren
El Puerto de Santa María,Jerez de la Frontera,2024-10-28 19:05:00,2024-10-28 19:13:00,8.0,6.62,tren
Jerez de la Frontera,Lebrija,2024-10-28 19:21:00,2024-10-28 19:31:00,10.0,7.09,tren
Lebrija,Dos Hermanas,2024-10-28 19:32:00,2024-10-28 20:04:00,32.0,12.19,tren
Dos Hermanas,Sevilla,2024-10-28 20:05:00,2024-10-28 20:14:00,9.0,6.86,tren
Sevilla,Lora del Río,2024-10-28 20:34:00,2024-10-28 21:07:00,33.0,12.43,tren
Lora del Río,Peñaflor,2024-10-28 21:08:00,2024-10-28 21:27:00,19.0,9.18,tren
Peñaflor,Palma del Río,2024-10-28 21:28:00,2024-10-28 21:33:00,5.0,5.93,tren
Palma del Río,Posadas,2024-10-28 21:34:00,2024-10-28 21:46:00,12.0,7.55,tren
Posadas,Córdoba,2024-10-28 21:47:00,2024-10-28 22:08:00,21.0,9.64,tren
Córdoba,Posadas,2024-10-28 14:03:00,2024-10-28 14:22:00,19.0,9.18,tren
Posadas,Palma del Río,2024-10-28 14:23:00,2024-10-28 14:37:00,14.0,8.02,tren
Palma del Río,Peñaflor,2024-10-28 14:38:00,2024-10-28 14:42:00,4.0,5.7,tren
Peñaflor,Lora del Río,2024-10-28 14:43:00,2024-10-28 14:57:00,14.0,8.02,tren
Lora del Río,Sevilla,2024-10-28 14:58:00,2024-10-28 15:37:00,39.0,13.82,tren
Sevilla,Dos Hermanas,2024-10-28 15:54:00,2024-10-28 16:02:00,8.0,6.62,tren
Dos Hermanas,Utrera,2024-10-28 16:03:00,2024-10-28 16:12:00,9.0,6.86,tren
Utrera,Las Cabezas de San Juan,2024-10-28 16:13:00,2024-10-28 16:26:00,13.0,7.78,tren
Las Cabezas de San Juan,Lebrija,2024-10-28 16:27:00,2024-10-28 16:38:00,11.0,7.32,tren
Lebrija,Jerez de la Frontera,2024-10-28 16:39:00,2024-10-28 16:54:00,15.0,8.25,tren
Jerez de la Frontera,El Puerto de Santa María,2024-10-28 16:55:00,2024-10-28 17:03:00,8.0,6.62,tren
El Puerto de Santa María,San Fernando,2024-10-28 17:04:00,2024-10-28 17:17:00,13.0,7.78,tren
San Fernando,Cádiz,2024-10-28 17:18:00,2024-10-28 17:30:00,12.0,7.55,tren
Córdoba,Posadas,2024-11-02 14:03:00,2024-11-02 14:22:00,19.0,9.18,tren
Posadas,Palma del Río,2024-11-02 14:23:00,2024-11-02 14:37:00,14.0,8.02,tren
Palma del Río,Peñaflor,2024-11-02 14:38:00,2024-11-02 14:42:00,4.0,5.7,tren
Peñaflor,Lora del Río,2024-11-02 14:43:00,2024-11-02 14:57:00,14.0,8.02,tren
Lora del Río,Sevilla,2024-11-02 14:58:00,2024-11-02 15:37:00,39.0,13.82,tren
Sevilla,Dos Hermanas,2024-11-02 15:54:00,2024-11-02 16:02:00,8.0,6.62,tren
Dos Hermanas,Utrera,2024-11-02 16:03:00,2024-11-02 16:12:00,9.0,6.86,tren
Utrera,Las Cabezas de San Juan,2024-11-02 16:13:00,2024-11-02 16:26:00,13.0,7.78,tren
Las Cabezas de San Juan,Lebrija,2024-11-02 16:27:00,2024-11-02 16:38:00,11.0,7.32,tren
Lebrija,Jerez de la Frontera,2024-11-02 16:39:00,2024-11-02 16:54:00,15.0,8.25,tren
Jerez de la Frontera,El Puerto de Santa María,2024-11-02 16:55:00,2024-11-02 17:03:00,8.0,6.62,tren
El Puerto de Santa María,San Fernando,2024-11-02 17:04:00,2024-11-02 17:17:00,13.0,7.78,tren
San Fernando,Cádiz,2024-11-02 17:18:00,2024-11-02 17:30:00,12.0,7.55,tren
Córdoba,Posadas,2024-12-10 14:03:00,2024-12-10 14:22:00,19.0,9.18,tren
Posadas,Palma del Río,2024-12-10 14:23:00,2024-12-10 14:37:00,14.0,8.02,tren
Palma del Río,Peñaflor,2024-12-10 14:38:00,2024-12-10 14:42:00,4.0,5.7,tren
Peñaflor,Lora del Río,2024-12-10 14:43:00,2024-12-10 14:57:00,14.0,8.02,tren
Lora del Río,Sevilla,2024-12-10 14:58:00,2024-12-10 15:37:00,39.0,13.82,tren
Sevilla,Dos Hermanas,2024-12-10 15:54:00,2024-12-10 16:02:00,8.0,6.62,tren
Dos Hermanas,Utrera,2024-12-10 16:03:00,2024-12-10 16:12:00,9.0,6.86,tren
Utrera,Las Cabezas de San Juan,2024-12-10 16:13:00,2024-12-10 16:26:00,13.0,7.78,tren
Las Cabezas de San Juan,Lebrija,2024-12-10 16:27:00,2024-12-10 16:38:00,11.0,7.32,tren
Lebrija,Jerez de la Frontera,2024-12-10 16:39:00,2024-12-10 16:54:00,15.0,8.25,tren
Jerez de la Frontera,El Puerto de Santa María,2024-12-10 16:55:00,2024-12-10 17:03:00,8.0,6.62,tren
El Puerto de Santa María,San Fernando,2024-12-10 17:04:00,2024-12-10 17:17:00,13.0,7.78,tren
San Fernando,Cádiz,2024-12-10 17:18:00,2024-12-10 17:30:00,12.0,7.55,tren
Córdoba,Posadas,2024-11-01 14:03:00,2024-11-01 14:22:00,19.0,9.18,tren
Posadas,Palma del Río,2024-11-01 14:23:00,2024-11-01 14:37:00,14.0,8.02,tren
Palma del Río,Peñaflor,2024-11-01 14:38:00,2024-11-01 14:42:00,4.0,5.7,tren
Peñaflor,Lora del Río,2024-11-01 14:43:00,2024-11-01 14:57:00,14.0,8.02,tren
Lora del Río,Sevilla,2024-11-01 14:58:00,2024-11-01 15:37:00,39.0,13.82,tren
Córdoba,Posadas,2024-12-06 14:03:00,2024-12-06 14:22:00,19.0,9.18,tren
Posadas,Palma del Río,2024-12-06 14:23:00,2024-12-06 14:37:00,14.0,8.02,tren
Palma del Río,Peñaflor,2024-12-06 14:38:00,2024-12-06 14:42:00,4.0,5.7,tren
Peñaflor,Lora del Río,2024-12-06 14:43:00,2024-12-06 14:57:00,14.0,8.02,tren
Lora del Río,Sevilla,2024-12-06 14:58:00,2024-12-06 15:37:00,39.0,13.82,tren
Córdoba,Posadas,2024-12-07 14:03:00,2024-12-07 14:22:00,19.0,9.18,tren
Posadas,Palma del Río,2024-12-07 14:23:00,2024-12-07 14:37:00,14.0,8.02,tren
Palma del Río,Peñaflor,2024-12-07 14:38:00,2024-12-07 14:42:00,4.0,5.7,tren
Peñaflor,Lora del Río,2024-12-07 14:43:00,2024-12-07 14:57:00,14.0,8.02,tren
Lora del Río,Sevilla,2024-12-07 14:58:00,2024-12-07 15:37:00,39.0,13.82,tren
Córdoba,Posadas,2024-12-09 14:03:00,2024-12-09 14:22:00,19.0,9.18,tren
Posadas,Palma del Río,2024-12-09 14:23:00,2024-12-09 14:37:00,14.0,8.02,tren
Palma del Río,Peñaflor,2024-12-09 14:38:00,2024-12-09 14:42:00,4.0,5.7,tren
Peñaflor,Lora del Río,2024-12-09 14:43:00,2024-12-09 14:57:00,14.0,8.02,tren
Lora del Río,Sevilla,2024-12-09 14:58:00,2024-12-09 15:37:00,39.0,13.82,tren
Jaén,Espeluy,2024-10-28 17:00:00,2024-10-28 17:24:00,24.0,10.34,tren
Espeluy,Andújar,2024-10-28 17:25:00,2024-10-28 17:44:00,19.0,9.18,tren
Andújar,Villa del Río,2024-10-28 17:45:00,2024-10-28 18:05:00,20.0,9.41,tren
Villa del Río,Córdoba,2024-10-28 18:06:00,2024-10-28 18:52:00,46.0,15.44,tren
Córdoba,Posadas,2024-10-28 18:54:00,2024-10-28 19:13:00,19.0,9.18,tren
Posadas,Palma del Río,2024-10-28 19:14:00,2024-10-28 19:29:00,15.0,8.25,tren
Palma del Río,Peñaflor,2024-10-28 19:30:00,2024-10-28 19:34:00,4.0,5.7,tren
Peñaflor,Lora del Río,2024-10-28 19:35:00,2024-10-28 19:49:00,14.0,8.02,tren
Lora del Río,Sevilla,2024-10-28 19:50:00,2024-10-28 20:31:00,41.0,14.28,tren
Sevilla,Dos Hermanas,2024-10-28 20:53:00,2024-10-28 21:02:00,9.0,6.86,tren
Dos Hermanas,Utrera,2024-10-28 21:03:00,2024-10-28 21:13:00,10.0,7.09,tren
Utrera,Lebrija,2024-10-28 21:14:00,2024-10-28 21:36:00,22.0,9.87,tren
Lebrija,Jerez de la Frontera,2024-10-28 21:37:00,2024-10-28 21:52:00,15.0,8.25,tren
Jerez de la Frontera,El Puerto de Santa María,2024-10-28 21:53:00,2024-10-28 22:01:00,8.0,6.62,tren
El Puerto de Santa María,San Fernando,2024-10-28 22:02:00,2024-10-28 22:16:00,14.0,8.02,tren
San Fernando,Cádiz,2024-10-28 22:17:00,2024-10-28 22:28:00,11.0,7.32,tren
Sevilla,Benacazón,2024-10-28 17:00:00,2024-10-28 17:30:00,30.0,11.73,tren
Benacazón,Carrión de los Céspedes,2024-10-28 17:31:00,2024-10-28 17:43:00,12.0,7.55,tren
Carrión de los Céspedes,Escacena del Campo,2024-10-28 17:44:00,2024-10-28 17:48:00,4.0,5.7,tren
Escacena del Campo,La Palma del Condado,2024-10-28 17:49:00,2024-10-28 17:58:00,9.0,6.86,tren
La Palma del Condado,Niebla,2024-10-28 17:59:00,2024-10-28 18:14:00,15.0,8.25,tren
Niebla,San Juan del Puerto,2024-10-28 18:15:00,2024-10-28 18:23:00,8.0,6.62,tren
San Juan del Puerto,Huelva,2024-10-28 18:24:00,2024-10-28 18:33:00,9.0,6.86,tren
Huelva,San Juan del Puerto,2024-10-28 06:30:00,2024-10-28 06:41:00,11.0,7.32,tren
San Juan del Puerto,Villarrasa,2024-10-28 06:42:00,2024-10-28 06:55:00,13.0,7.78,tren
Villarrasa,La Palma del Condado,2024-10-28 06:55:00,2024-10-28 06:59:00,4.0,5.7,tren
La Palma del Condado,Escacena del Campo,2024-10-28 07:00:00,2024-10-28 07:09:00,9.0,6.86,tren
Escacena del Campo,Carrión de los Céspedes,2024-10-28 07:10:00,2024-10-28 07:14:00,4.0,5.7,tren
Carrión de los Céspedes,Benacazón,2024-10-28 07:15:00,2024-10-28 07:27:00,12.0,7.55,tren
Benacazón,Sevilla,2024-10-28 07:28:00,2024-10-28 08:06:00,38.0,13.59,tren
Huelva,San Juan del Puerto,2024-10-28 15:00:00,2024-10-28 15:11:00,11.0,7.32,tren
San Juan del Puerto,Niebla,2024-10-28 15:12:00,2024-10-28 15:21:00,9.0,6.86,tren
Niebla,La Palma del Condado,2024-10-28 15:22:00,2024-10-28 15:30:00,8.0,6.62,tren
La Palma del Condado,Escacena del Campo,2024-10-28 15:31:00,2024-10-28 15:41:00,10.0,7.09,tren
Escacena del Campo,Carrión de los Céspedes,2024-10-28 15:42:00,2024-10-28 15:46:00,4.0,5.7,tren
Carrión de los Céspedes,Benacazón,2024-10-28 15:47:00,2024-10-28 15:59:00,12.0,7.55,tren
Benacazón,Sevilla,2024-10-28 16:00:00,2024-10-28 16:27:00,27.0,11.03,tren
Huelva,San Juan del Puerto,2024-10-28 10:51:00,2024-10-28 11:02:00,11.0,7.32,tren
San Juan del Puerto,Niebla,2024-10-28 11:02:00,2024-10-28 11:11:00,9.0,6.86,tren
Niebla,La Palma del Condado,2024-10-28 11:12:00,2024-10-28 11:23:00,11.0,7.32,tren
La Palma del Condado,Escacena del Campo,2024-10-28 11:24:00,2024-10-28 11:33:00,9.0,6.86,tren
Escacena del Campo,Carrión de los Céspedes,2024-10-28 11:34:00,2024-10-28 11:38:00,4.0,5.7,tren
Carrión de los Céspedes,Benacazón,2024-10-28 11:39:00,2024-10-28 11:51:00,12.0,7.55,tren
Benacazón,Sevilla,2024-10-28 11:52:00,2024-10-28 12:37:00,45.0,15.21,tren
Huelva,San Juan del Puerto,2024-10-28 18:57:00,2024-10-28 19:09:00,12.0,7.55,tren
San Juan del Puerto,Niebla,2024-10-28 19:10:00,2024-10-28 19:19:00,9.0,6.86,tren
Niebla,La Palma del Condado,2024-10-28 19:20:00,2024-10-28 19:28:00,8.0,6.62,tren
La Palma del Condado,Escacena del Campo,2024-10-28 19:29:00,2024-10-28 19:40:00,11.0,7.32,tren
Escacena del Campo,Carrión de los Céspedes,2024-10-28 19:41:00,2024-10-28 19:45:00,4.0,5.7,tren
Carrión de los Céspedes,Benacazón,2024-10-28 19:46:00,2024-10-28 20:00:00,14.0,8.02,tren
Benacazón,Sevilla,2024-10-28 20:01:00,2024-10-28 20:35:00,34.0,12.66,tren
Osuna,Marchena,2024-10-28 06:21:00,2024-10-28 06:41:00,20.0,9.41,tren
Marchena,Arahal,2024-10-28 06:42:00,2024-10-28 06:52:00,10.0,7.09,tren
Arahal,Dos Hermanas,2024-10-28 06:53:00,2024-10-28 07:17:00,24.0,10.34,tren
Dos Hermanas,Sevilla,2024-10-28 07:18:00,2024-10-28 07:23:00,5.0,5.93,tren
Osuna,Marchena,2024-11-04 06:21:00,2024-11-04 06:41:00,20.0,9.41,tren
Marchena,Arahal,2024-11-04 06:42:00,2024-11-04 06:52:00,10.0,7.09,tren
Arahal,Dos Hermanas,2024-11-04 06:53:00,2024-11-04 07:17:00,24.0,10.34,tren
Dos Hermanas,Sevilla,2024-11-04 07:18:00,2024-11-04 07:23:00,5.0,5.93,tren
Osuna,Marchena,2024-12-02 06:21:00,2024-12-02 06:41:00,20.0,9.41,tren
Marchena,Arahal,2024-12-02 06:42:00,2024-12-02 06:52:00,10.0,7.09,tren
Arahal,Dos Hermanas,2024-12-02 06:53:00,2024-12-02 07:17:00,24.0,10.34,tren
Dos Hermanas,Sevilla,2024-12-02 07:18:00,2024-12-02 07:23:00,5.0,5.93,tren
Osuna,Marchena,2024-12-09 06:21:00,2024-12-09 06:41:00,20.0,9.41,tren
Marchena,Arahal,2024-12-09 06:42:00,2024-12-09 06:52:00,10.0,7.09,tren
Arahal,Dos Hermanas,2024-12-09 06:53:00,2024-12-09 07:17:00,24.0,10.34,tren
Dos Hermanas,Sevilla,2024-12-09 07:18:00,2024-12-09 07:23:00,5.0,5.93,tren
Sevilla,Dos Hermanas,2024-10-28 15:47:00,2024-10-28 15:52:00,5.0,5.93,tren
Dos Hermanas,Arahal,2024-10-28 15:53:00,2024-10-28 16:23:00,30.0,11.73,tren
Arahal,Marchena,2024-10-28 16:24:00,2024-10-28 16:34:00,10.0,7.09,tren
Marchena,Osuna,2024-10-28 16:35:00,2024-10-28 16:56:00,21.0,9.64,tren
Sevilla,Dos Hermanas,2024-11-04 15:47:00,2024-11-04 15:52:00,5.0,5.93,tren
Dos Hermanas,Arahal,2024-11-04 15:53:00,2024-11-04 16:23:00,30.0,11.73,tren
Arahal,Marchena,2024-11-04 16:24:00,2024-11-04 16:34:00,10.0,7.09,tren
Marchena,Osuna,2024-11-04 16:35:00,2024-11-04 16:56:00,21.0,9.64,tren
Sevilla,Dos Hermanas,2024-12-02 15:47:00,2024-12-02 15:52:00,5.0,5.93,tren
Dos Hermanas,Arahal,2024-12-02 15:53:00,2024-12-02 16:23:00,30.0,11.73,tren
Arahal,Marchena,2024-12-02 16:24:00,2024-12-02 16:34:00,10.0,7.09,tren
Marchena,Osuna,2024-12-02 16:35:00,2024-12-02 16:56:00,21.0,9.64,tren
Sevilla,Dos Hermanas,2024-12-09 15:47:00,2024-12-09 15:52:00,5.0,5.93,tren
Dos Hermanas,Arahal,2024-12-09 15:53:00,2024-12-09 16:23:00,30.0,11.73,tren
Arahal,Marchena,2024-12-09 16:24:00,2024-12-09 16:34:00,10.0,7.09,tren
Marchena,Osuna,2024-12-09 16:35:00,2024-12-09 16:56:00,21.0,9.64,tren
Antequera,Campillos,2024-10-28 10:22:00,2024-10-28 10:31:00,9.0,6.86,tren
Campillos,Almargen,2024-10-28 10:32:00,2024-10-28 10:47:00,15.0,8.25,tren
Almargen,Ronda,2024-10-28 10:48:00,2024-10-28 11:19:00,31.0,11.96,tren
Ronda,Benaoján,2024-10-28 11:20:00,2024-10-28 11:41:00,21.0,9.64,tren
Benaoján,Jimera de Líbar,2024-10-28 11:42:00,2024-10-28 11:57:00,15.0,8.25,tren
Jimera de Líbar,Cortes de la Frontera,2024-10-28 11:58:00,2024-10-28 12:09:00,11.0,7.32,tren
Cortes de la Frontera,Los Ángeles,2024-10-28 12:21:00,2024-10-28 12:37:00,16.0,8.48,tren
Los Ángeles,San Roque,2024-10-28 12:38:00,2024-10-28 13:03:00,25.0,10.57,tren
San Roque,Algeciras,2024-10-28 13:04:00,2024-10-28 13:19:00,15.0,8.25,tren
Antequera,Campillos,2024-11-04 10:22:00,2024-11-04 10:31:00,9.0,6.86,tren
Campillos,Almargen,2024-11-04 10:32:00,2024-11-04 10:47:00,15.0,8.25,tren
Almargen,Ronda,2024-11-04 10:48:00,2024-11-04 11:19:00,31.0,11.96,tren
Ronda,Benaoján,2024-11-04 11:20:00,2024-11-04 11:41:00,21.0,9.64,tren
Benaoján,Jimera de Líbar,2024-11-04 11:42:00,2024-11-04 11:57:00,15.0,8.25,tren
Jimera de Líbar,Cortes de la Frontera,2024-11-04 11:58:00,2024-11-04 12:09:00,11.0,7.32,tren
Cortes de la Frontera,Los Ángeles,2024-11-04 12:21:00,2024-11-04 12:37:00,16.0,8.48,tren
Los Ángeles,San Roque,2024-11-04 12:38:00,2024-11-04 13:03:00,25.0,10.57,tren
San Roque,Algeciras,2024-11-04 13:04:00,2024-11-04 13:19:00,15.0,8.25,tren
Antequera,Campillos,2024-10-30 10:22:00,2024-10-30 10:31:00,9.0,6.86,tren
Campillos,Almargen,2024-10-30 10:32:00,2024-10-30 10:47:00,15.0,8.25,tren
Almargen,Ronda,2024-10-30 10:48:00,2024-10-30 11:19:00,31.0,11.96,tren
Ronda,Benaoján,2024-10-30 11:20:00,2024-10-30 11:41:00,21.0,9.64,tren
Benaoján,Jimera de Líbar,2024-10-30 11:42:00,2024-10-30 11:49:00,7.0,6.39,tren
Jimera de Líbar,Cortes de la Frontera,2024-10-30 11:50:00,2024-10-30 12:09:00,19.0,9.18,tren
Cortes de la Frontera,Los Ángeles,2024-10-30 12:21:00,2024-10-30 12:37:00,16.0,8.48,tren
Los Ángeles,San Roque,2024-10-30 12:38:00,2024-10-30 13:03:00,25.0,10.57,tren
San Roque,Algeciras,2024-10-30 13:04:00,2024-10-30 13:19:00,15.0,8.25,tren
Algeciras,San Roque,2024-10-28 05:55:00,2024-10-28 06:10:00,15.0,8.25,tren
San Roque,Los Ángeles,2024-10-28 06:11:00,2024-10-28 06:35:00,24.0,10.34,tren
Los Ángeles,Cortes de la Frontera,2024-10-28 06:36:00,2024-10-28 06:52:00,16.0,8.48,tren
Cortes de la Frontera,Jimera de Líbar,2024-10-28 07:04:00,2024-10-28 07:14:00,10.0,7.09,tren
Jimera de Líbar,Benaoján,2024-10-28 07:15:00,2024-10-28 07:23:00,8.0,6.62,tren
Benaoján,Ronda,2024-10-28 07:24:00,2024-10-28 07:46:00,22.0,9.87,tren
Ronda,Almargen,2024-10-28 07:47:00,2024-10-28 08:19:00,32.0,12.19,tren
Almargen,Campillos,2024-10-28 08:20:00,2024-10-28 08:32:00,12.0,7.55,tren
Campillos,Antequera,2024-10-28 08:33:00,2024-10-28 08:45:00,12.0,7.55,tren
Antequera,Campillos,2024-10-28 15:19:00,2024-10-28 15:29:00,10.0,7.09,tren
Campillos,Almargen,2024-10-28 15:30:00,2024-10-28 15:45:00,15.0,8.25,tren
Almargen,Setenil de las Bodegas,2024-10-28 15:46:00,2024-10-28 16:04:00,18.0,8.95,tren
Setenil de las Bodegas,Ronda,2024-10-28 16:04:00,2024-10-28 16:20:00,16.0,8.48,tren
Ronda,Arriate,2024-10-28 16:20:00,2024-10-28 16:27:00,7.0,6.39,tren
Arriate,Benaoján,2024-10-28 16:27:00,2024-10-28 16:45:00,18.0,8.95,tren
Benaoján,Jimera de Líbar,2024-10-28 16:46:00,2024-10-28 16:53:00,7.0,6.39,tren
Jimera de Líbar,Cortes de la Frontera,2024-10-28 16:54:00,2024-10-28 17:05:00,11.0,7.32,tren
Cortes de la Frontera,San Pablo de Buceite,2024-10-28 17:21:00,2024-10-28 17:31:00,10.0,7.09,tren
San Pablo de Buceite,Los Ángeles,2024-10-28 17:31:00,2024-10-28 17:38:00,7.0,6.39,tren
Los Ángeles,Castellar de la Frontera,2024-10-28 17:39:00,2024-10-28 17:59:00,20.0,9.41,tren
Castellar de la Frontera,San Roque,2024-10-28 17:59:00,2024-10-28 18:07:00,8.0,6.62,tren
San Roque,Los Barrios,2024-10-28 18:07:00,2024-10-28 18:12:00,5.0,5.93,tren
Los Barrios,Algeciras,2024-10-28 18:12:00,2024-10-28 18:23:00,11.0,7.32,tren
Antequera,Campillos,2024-11-04 15:19:00,2024-11-04 15:29:00,10.0,7.09,tren
Campillos,Almargen,2024-11-04 15:30:00,2024-11-04 15:45:00,15.0,8.25,tren
Almargen,Setenil de las Bodegas,2024-11-04 15:46:00,2024-11-04 16:04:00,18.0,8.95,tren
Setenil de las Bodegas,Ronda,2024-11-04 16:04:00,2024-11-04 16:20:00,16.0,8.48,tren
Ronda,Arriate,2024-11-04 16:20:00,2024-11-04 16:27:00,7.0,6.39,tren
Arriate,Benaoján,2024-11-04 16:27:00,2024-11-04 16:45:00,18.0,8.95,tren
Benaoján,Jimera de Líbar,2024-11-04 16:46:00,2024-11-04 16:53:00,7.0,6.39,tren
Jimera de Líbar,Cortes de la Frontera,2024-11-04 16:54:00,2024-11-04 17:05:00,11.0,7.32,tren
Cortes de la Frontera,San Pablo de Buceite,2024-11-04 17:21:00,2024-11-04 17:31:00,10.0,7.09,tren
San Pablo de Buceite,Los Ángeles,2024-11-04 17:31:00,2024-11-04 17:38:00,7.0,6.39,tren
Los Ángeles,Castellar de la Frontera,2024-11-04 17:39:00,2024-11-04 17:59:00,20.0,9.41,tren
Castellar de la Frontera,San Roque,2024-11-04 17:59:00,2024-11-04 18:07:00,8.0,6.62,tren
San Roque,Los Barrios,2024-11-04 18:07:00,2024-11-04 18:12:00,5.0,5.93,tren
Los Barrios,Algeciras,2024-11-04 18:12:00,2024-11-04 18:23:00,11.0,7.32,tren
